frame_index,timestamp,hash
201,6.71,bb9dd0ca6e35904a
202,6.74,bb9dd0ca6e35904a
203,6.77,bb9dd0ce4e35904a
204,6.81,bb9dd0ce4e35904a
205,6.84,bb9dd0ce4e359142
206,6.87,bb9dd0ce4e359142
207,6.91,bb9dd4ce4e319142
208,6.94,bb9dd4ce4a399142
209,6.97,bb9dd4ce4a399142
210,7.01,9b9dd4ce4a39b142
211,7.04,9b99d4ce4b39b046
212,7.07,9b9bd4cc4b39b046
213,7.11,9b9b94cc4b3bb046
214,7.14,9b9b84cc4b2bb057
215,7.17,9b9b84c44b3bb057
216,7.21,9b9b84c44b3bb155
217,7.24,9b9b84c44b3bb155
218,7.27,9b9b84c44b3bb155
219,7.31,9b9b84c45b3bb055
220,7.34,9b9b84c45b3bb055
221,7.37,9b9b84c45b3bb055
222,7.41,9b9b84cc5a3bb055
223,7.44,9b9b84cc5a3ab155
224,7.47,9b9b84cc5a3ab155
225,7.51,9b9ba4cc5a3ab055
226,7.54,9b9ba4cc5a3ab145
227,7.57,9b9ba4cc5a3aa155
228,7.61,9b9ba4cc5a3aa155
229,7.64,9b9ba4cc5a3aa155
230,7.67,9b9ba4cc5a3aa155
231,7.71,9b9fa4cc5a3aa145
232,7.74,9b9fa4cc5a3aa145
233,7.77,9b9fa4cc5a3aa145
234,7.81,9b9fa4cc5a3aa145
235,7.84,9b9fa4cc5a3aa149
236,7.87,9b9fa4cc5a3aa149
237,7.91,9b9fa5cc5a32a149
238,7.94,9b9badcc5a32a149
239,7.97,9a9fadcc5a32a149
240,8.01,9a9fadcc5232a169
241,8.04,9a9fadcc5232a169
242,8.07,9a9fadcc5232a169
243,8.11,9a9fadcc5232a169
244,8.14,929fadcc5236a169
245,8.17,929fadcc5236a169
246,8.21,929fadcc5236a169
247,8.24,929fedcc5236a149
248,8.27,929fedc85236a169
249,8.31,929fedc85236a169
250,8.34,929fedc85236a549
251,8.38,929fedc85236a549
252,8.41,929fedc852368569
253,8.44,929fedc852368569
254,8.48,929fedc852368761
255,8.51,929fedc85036a761
256,8.54,929fedc85036a761
257,8.58,929fe9c85036af61
258,8.61,929fe9c85036af61
259,8.64,929fe9c85036af61
260,8.68,929fe9c85036af61
261,8.71,929fe9c85036af61
262,8.74,929fcdc85036af61
263,8.78,939fc9c85036af61
264,8.81,939fc9c85036af61
265,8.84,919fcbc85036af61
266,8.88,919fcac8503eaf61
267,8.91,919fcac8503eaf61
268,8.94,919fcac8503eaf61
269,8.98,919fcac8503eaf61
270,9.01,919fcac8503eaf61
271,9.04,919fcac8503eaf61
272,9.08,919fcac8503eaf61
273,9.11,919fcac8503eaf61
274,9.14,919fcac8503eaf61
275,9.18,919fcac8503eaf61
276,9.21,919fcac8503eaf61
277,9.24,959fcac8103eaf61
278,9.28,959fcac8103eaf61
279,9.31,959fcac8103ecf61
280,9.34,959fcac8103ecf61
281,9.38,919fcec8103ecf61
282,9.41,919fcec8103ecf61
283,9.44,919fcec8103ecf61
284,9.48,919fcec8103ecf61
285,9.51,919fcec8103ecf61
286,9.54,919fcacc103ecf61
287,9.58,919fcacc103ecf61
288,9.61,919fcacc103ecf61
289,9.64,919fcacc103ecf61
290,9.68,919fcacc103ecf61
291,9.71,919fcecc103ece61
292,9.74,919fcecc103ece61
293,9.78,919fcecc103ece61
294,9.81,919fcacc103ede61
295,9.84,919fcacc103ede61
296,9.88,919fcacc103ede61
297,9.91,b19fc8cc303ade61
298,9.94,b19fc8cc303ade61
299,9.98,b19fc8cc303ade61
300,10.01,b39dc8cc303ade61
301,10.04,b39dc8cc303ade61
302,10.08,b39dc8cc303ade61
303,10.11,b39dc8cc303ade61
304,10.14,b39fc8cc203ade61
305,10.18,b39fc8cc203ade61
306,10.21,b39fc8cc203ade61
307,10.24,b39fc8cc223adc61
308,10.28,b39fc8cc2232dd61
309,10.31,b39fc8cc2232dd61
310,10.34,b39fc8cc2232dd61
311,10.38,b39fc8cc2232dd61
312,10.41,b39fc8cc2232dd61
313,10.44,b39fc8cc2232dd61
314,10.48,b39fc8cc2232dd61
315,10.51,b79fc8cc2232dc61
316,10.54,b79fc8cc2232d865
317,10.58,b79fc8cc2232d865
318,10.61,b79fc8cc2232d865
319,10.64,b79fc8cc2232d865
320,10.68,b79bd8cc2232d865
321,10.71,b79bd8cc2632d861
322,10.74,b79bd8cc2632d861
323,10.78,b79bd8cc2632d861
324,10.81,b79bd8cc2632d861
325,10.84,b79ad8cc2632d865
326,10.88,b79ad8cc2632d865
327,10.91,b79ad8cc2632d869
328,10.94,b79ad8cc2632d869
329,10.98,b79ad8cc2632d869
330,11.01,b79ad8cc2632d869
331,11.04,b79ad8cc2632d869
332,11.08,b79ad8cc2632d869
333,11.11,b79ad8cc2632d869
334,11.14,b79ad8cc2632d869
335,11.18,b79ad8cc2632d869
336,11.21,b79ad8cc2632d869
337,11.24,b79ad8cc2632d869
338,11.28,b79ed8cc26329869
339,11.31,b79ed8cc26329869
340,11.34,b79ed8cc26329869
341,11.38,b79ed8cc26329869
342,11.41,b79ed8cc26329869
343,11.44,b79ed8cc26329869
344,11.48,bf9ed8cc26329069
345,11.51,bf9ed8cc26329069
346,11.54,bf9ed8cc26329069
347,11.58,bf9ed8cc26329069
348,11.61,bf9ad8cc26369069
349,11.64,bf9ed8c826369069
350,11.68,bf9ed8c826369069
351,11.71,bf9ed8c826369069
352,11.75,bf9ed8c826369069
353,11.78,bf9ed8c826369069
354,11.81,bf9fd0c826369069
355,11.85,bf9ed0c82e369069
356,11.88,bf9ed0c82e369069
357,11.91,bf9ed0c82e369069
358,11.95,bf9cd0c86e369069
359,11.98,bf9cd0c86e369069
360,12.01,bf9cd0c86e369069
361,12.05,bf9cd0c86e369069
362,12.08,bf9cd0c86e34906b
363,12.11,bf9cd0c86e34906b
364,12.15,bf9dd0c86e34904b
365,12.18,bf9dd0c86e34904b
366,12.21,bf9dd0c86e34904b
367,12.25,bf9dd0c86e34906a
368,12.28,bf9dd0c86e34906a
369,12.31,bf9dd0c86e35904a
370,12.35,bf9dd0c86e35904a
371,12.38,bf9dd0c86e35904a
372,12.41,bf9dd0c86e35904a
373,12.45,bf9dd0c86e35904a
374,12.48,bf9dd0c86e35904a
375,12.51,bf9dd0c86e35904a
376,12.55,bf9dd0c86e35904a
377,12.58,bf9dd0c86e35904a
378,12.61,bf9dd0c86e35904a
379,12.65,bf9dd0c86e35904a
380,12.68,bf9dd0c86e35904a
381,12.71,bf9dd0c86e35904a
382,12.75,bf9dd0c86e35904a
383,12.78,bf9dd0c86e35904a
384,12.81,bf9dd0c86e35904a
385,12.85,bf9dd0c86e35904a
386,12.88,bf9dd0c86e35904a
387,12.91,bf9dd0c86e35904a
388,12.95,bf9dd0c86e35904a
389,12.98,bf9dd0c86e35904a
390,13.01,bf9dd0c86e35904a
391,13.05,bf9dd0c86e35904a
392,13.08,bf9dd0c86e35904a
393,13.11,bf9dd0c86e35904a
394,13.15,bf99d0c86e35914a
395,13.18,bf9d90c86e35914a
396,13.21,bf9d90c86e35914a
397,13.25,bf9d90c86e35914a
398,13.28,bf9d90c86a37914a
399,13.31,bf9d90c86a37914a
400,13.35,bf9f90cc6a379140
401,13.38,bf9f90cc6a379140
402,13.41,bf9f90cc6a379140
403,13.45,bf9f90cc4a379340
404,13.48,bf9f90cc4a379340
405,13.51,9f9f90cc4a3f9340
406,13.55,9f9f90cc4a3b9344
407,13.58,9b9f90cc4a3b9744
408,13.61,9b9f90cc4a3b9744
409,13.65,9b9f84cc4a3b9744
410,13.68,9b9f84cc4a3b9345
411,13.71,9b9f84cc4a3b9545
412,13.75,9b9f84cc4a3b9545
413,13.78,9b9f84cc4a3a9745
414,13.81,9b9f84cc4a3a9745
415,13.85,9b9f84cc4a3a9745
416,13.88,9b9f84cc5a3a9545
417,13.91,9b9f84cc5a3a9545
418,13.95,9b9b84cc5a3a9745
419,13.98,9b9f84cc5a2a9745
420,14.01,9b9f84cc5a2ab741
421,14.05,9b9f84cc5a2ab741
422,14.08,9b9f84cc5a32b741
423,14.11,9b9f84cc5a22b751
424,14.15,9b9f84cc5a32a751
425,14.18,9b9f84cc5a32a751
426,14.21,9b9f84cc5a32a751
427,14.25,9b9f84cc5a32a751
428,14.28,9b9f85cc5a22a751
429,14.31,9a9f85cc5a32a751
430,14.35,9a9f85cc5a22a759
431,14.38,9a9f85cc5a32a749
432,14.41,9a9f85cc5a32a749
433,14.45,9a9e85cc5a36a569
434,14.48,9a9e85cc5a36a761
435,14.51,9a9e85cc5a36a761
436,14.55,9a9e85c85a36a769
437,14.58,9a9e85c85a36a769
438,14.61,9a9e8dc85236a769
439,14.65,9a9e8dc85236a769
440,14.68,9a9f8dc85236a569
441,14.71,9a9f8dc85236a569
442,14.75,9a9f8dc85236a569
443,14.78,9a9f8dc85236a569
444,14.81,9a9f8dc85236a569
445,14.85,9a9f8dc85236a569
446,14.88,929f8dc85236a769
447,14.91,929f8dc85236a56b
448,14.95,929f8dc85236a56b
449,14.98,929f8dc85236a56b
450,15.02,929f8dc85236a56b
451,15.05,929f8dc85236a56b
452,15.08,929d8dc85236ad6b
453,15.12,929d8dc85236ad6b
454,15.15,929d8dc85236ad6b
455,15.18,929dcdc852368d6b
456,15.22,929dcdc852368d6b
457,15.25,929dcdc852368d6b
458,15.28,929dcdc852368d6b
459,15.32,929dcdc852368d6b
460,15.35,929dcdc852368d6b
461,15.38,929fcdc852368d4b
462,15.42,929fcdc852368d4b
463,15.45,929fcdc852368f43
464,15.48,939fcdc850368f43
465,15.52,939fccc8503e8f43
466,15.55,939fccc8503e8f43
467,15.58,939fccc8503e8f43
468,15.62,939fc8cc503e8f43
469,15.65,939fc8cc503e8f43
470,15.68,939fc8cc503e8f43
471,15.72,939fc8cc503e8f43
472,15.75,979fc8cc503e8f41
473,15.78,979fc8cc503e8f41
474,15.82,979fc8cc503e8b61
475,15.85,979fc8cc503e8b61
476,15.88,959fc8cc543e8b61
477,15.92,b59fc8cc543a8b61
478,15.95,b59fc8cc743a8a61
479,15.98,b59fc8cc743a8a61
480,16.02,b59fc8cc743a8a61
481,16.05,b59fc8cc743a8a61
482,16.08,b59bcacc743a8a61
483,16.12,b59bcacc743a8a61
484,16.15,b59bcacc743a8a61
485,16.18,b59bcacc743a8a61
486,16.22,b59bcacc743a8a61
487,16.25,b59bcacc743a8a61
488,16.28,b59bcacc343a8a65
489,16.32,b59bcacc343a8a65
490,16.35,b59bcacc343a8a65
491,16.38,b59bc8cc343a9a65
492,16.42,b59bc8cc343a9a65
493,16.45,b59bc8cc343a9a65
494,16.48,b79bc8cc243a9b61
495,16.52,b79fc8cc24329b61
496,16.55,b79fc8cc24329b61
497,16.58,b79fc8cc24329b61
498,16.62,b79bc8cc24329b69
499,16.65,b79bc8cc24329b69
500,16.68,b79bd8cc24329b61
501,16.72,b59bd8cc24329b69
502,16.75,b59bd8cc24329b69
503,16.78,b59bd8cc24329b69
504,16.82,b59bd8cc24329b69
505,16.85,b59bd8cc24329b69
506,16.88,b59bd8cc24329b69
507,16.92,b59bd8cc24329b69
508,16.95,b59bd8cc24329b69
509,16.98,b59ad8cc24369b69
510,17.02,b59ad8cc24369b69
511,17.05,b59adac824369b69
512,17.08,b59adac824369b69
513,17.12,b59adac824369b69
514,17.15,b59adac824369b69
515,17.18,b59adac864369a69
516,17.22,b59adac864369a69
517,17.25,b59adac864369a69
518,17.28,b59adac864369a69
519,17.32,b59cdac864369a69
520,17.35,b59edac864369269
521,17.38,b59edac864369269
522,17.42,a59fdac864369269
523,17.45,a59edac86436926b
524,17.48,a59edac86436926b
525,17.52,a59edac86436926b
526,17.55,a59edac86436926b
527,17.58,a59edac86436926b
528,17.62,ad9edac86436924b
529,17.65,ad9edac86434964b
530,17.68,ad9ddac86434964b
531,17.72,ad9cdaca6034974b
532,17.75,ac9ddaca6034974b
533,17.78,ac9ddaca6034974b
534,17.82,ac9ddaca6034974b
535,17.85,ac9dd2ca6834974b
536,17.88,ac9dd2ca6834974b
537,17.92,ac9dd2ca6834974b
538,17.95,ac9dd2ca6834974b
539,17.98,ac9dd2ca6834974b
540,18.02,ac9dd3ca6834974a
541,18.05,ac9dd3ca6834974a
542,18.08,ac9dd3ca6834974a
543,18.12,ac9dd3ca6834974a
544,18.15,ac9d93ca6835974a
545,18.18,ac9d93ca6835974a
546,18.22,ac9d93ca6835974a
547,18.25,ac9d93ca683597c2
548,18.28,ac9d93ca683597c2
549,18.32,ac9d93ca683597c2
550,18.35,ac9d93ca683597c2
551,18.39,ac9d93ca683597c2
552,18.42,ac9d93ca683597c2
553,18.45,a89d93ca683d97c2
554,18.49,a89d93ca683d97c2
555,18.52,a89d93ca683d97c2
556,18.55,a89d93ca683d97c2
557,18.59,a89d93ca683d97c2
558,18.62,a89d93ca683d97c2
559,18.65,a89d97c2683d97c2
560,18.69,a89d97c2683d97c2
561,18.72,a89d97c2483d97c3
562,18.75,a89d97c2483d97c3
563,18.79,a99d97c6482d9743
564,18.82,899d97c6482d97c3
565,18.85,899f92c6482f97c3
566,18.89,899f92c6482f97c3
567,18.92,899f92c6482bb7c3
568,18.95,899f92c4482bb7c7
569,18.99,899f96c4482bb7c5
570,19.02,899f96c4482bb7c5
571,19.05,999f94c4482bb7c5
572,19.09,999f94c4482bb7c5
573,19.12,999f94c4482bb7c5
574,19.15,999f94c4482bb7c5
575,19.19,9b9f94c4482ab7c5
576,19.22,9b9f94c4482abbc5
577,19.25,9b9f94c4482abbc5
578,19.29,9b9f94c4482abbc5
579,19.32,9b9f94c4483abbc1
580,19.35,9b9bb4c4483abbc1
581,19.39,9b9bb4c4483abbc1
582,19.42,9b9bb4c44a3ab3c1
583,19.45,9b9bb4c44a3a9bc1
584,19.49,9b9bb4c44a3a9bc1
585,19.52,9b9bb4c44a3a9bc1
586,19.55,9b9bb4c44a3abac1
587,19.59,9b9bb4c44a3a9ac5
588,19.62,9b9bb4c44a3a9ac5
589,19.65,9b9bb4c4487a9ac5
590,19.69,9b9ab4c4487abac5
591,19.72,9b9ab4c44a7abac1
592,19.75,9b9ab4c44a7abac1
593,19.79,9b9bb4c44a7ab2c1
594,19.82,9b9ba4c44a7abac1
595,19.85,9b9ba4c44a7ab2c5
596,19.89,9b9ba4c44a7ab2c5
597,19.92,9b9fa4c44a7ab2c1
598,19.95,9b9fa5c4427ab2c1
599,19.99,9a9fa5cc427ab2c1
600,20.02,9a9fa5c4427abac1
601,20.05,9a9fa5c4427ab3c1
602,20.09,9a9fa5c4427ab3c1
603,20.12,9a9fad8c427ab1c1
604,20.15,9a9fa98c5272b3c1
605,20.19,9a9fa98c5272b1c9
606,20.22,9a9fa98c5272b1c9
607,20.25,9a9da98c52729dc9
608,20.29,9e9da98c527299c9
609,20.32,9e9ca9cc527299c9
610,20.35,9e9ca9cc527299c9
611,20.39,9e9ca9c850729fc9
612,20.42,9c9ca9c850769fc9
613,20.45,949da9c854369fc9
614,20.49,949dabc854369bc9
615,20.52,949dabc854369bc9
616,20.55,949dabc854369bc9
617,20.59,949dabc854369bc9
618,20.62,949cabca54369bc9
619,20.65,949cabca54369bc9
620,20.69,949dabc854369bc9
621,20.72,949dabc854369bc9
622,20.75,949dabc854369bc9
623,20.79,949dabc854369bc9
624,20.82,949cebc854369bc9
625,20.85,949deac854369bc9
626,20.89,959deac854368bc9
627,20.92,959dcac854369bc9
628,20.95,959dcac854369bc9
629,20.99,959dcaca54369ac9
630,21.02,959dcaca54369ac9
631,21.05,959dcaca54369ac9
632,21.09,959dcac855369ac9
633,21.12,959dcac855369ac9
634,21.15,959dcaca45369ac9
635,21.19,959dcaca45369ac9
636,21.22,959dcaca45369ac9
637,21.25,959dcaca443e9ac9
638,21.29,b599caca443e9ac9
639,21.32,b599caca443e9ac9
640,21.35,b999caca443e9ac9
641,21.39,b99bdaca243c98c9
642,21.42,b19bdaca243e98c9
643,21.45,b19bdaca243c9ac9
644,21.49,b19bdaca643c98c9
645,21.52,b39bdaca243c98c9
646,21.55,b39bd8ce243c98c9
647,21.59,b39bd8ce243c98c9
648,21.62,b39bd8ce043c98cb
649,21.65,b79bd8ca043c98cb
650,21.69,b79bd8ca243c98c3
651,21.72,b79fd8c0643c98c3
652,21.76,b79fd8c2243c98c3
653,21.79,b79ed8c2643c98c3
654,21.82,b79ed8c2643c98c3
655,21.86,b69ed8ca443c9ac3
656,21.89,b69ed8ca443c9ac3
657,21.92,b69ed8ca443c9ac3
658,21.96,b69ed8c2443d9ac3
659,21.99,b49ed8ca413d9ac3
660,22.02,b49edaca493992c3
661,22.06,a4bcdaca49399ac3
662,22.09,acbcdaca493992c3
663,22.12,acbcd2ca493b92c3
664,22.16,acbcd2ca493b92c3
665,22.19,acbcd2ca493e96c1
666,22.22,adbcd2c2493e96c1
667,22.26,adbcd2c2493e96c1
668,22.29,adbdd2c2483e96c1
669,22.32,adbdd2c2483e96c1
670,22.36,adbdd2c2483e96c1
671,22.39,adbdd2c2483e9683
672,22.42,ad9dd2c2487e9683
673,22.46,a99dd2c2487e96c3
674,22.49,a99dd6c2407e96c3
675,22.52,a999d6c2007e9ecb
676,22.56,8999d6c6007e9ecb
677,22.59,8999d6c6007e9ecb
678,22.62,8b9bd6c6007c96cb
679,22.66,8a9bd7c6007cb4cb
680,22.69,8a9ad5cf003cbccb
681,22.72,9a9ad5cb003cbccb
682,22.76,9a9ad5ca013dbcc3
683,22.79,9a9ad586013dbdc3
684,22.82,9a9af586003dbdc3
685,22.86,9a9af5c2003dbdc3
686,22.89,9a9afec2003dbd83
687,22.92,909efec2003dbdc3
688,22.96,959cfac2412dbcc3
689,22.99,9595fa82013dbec3
690,23.02,9595fa82017dbaa3
691,23.06,9595f282017dbea3
692,23.09,959dd2820179bec7
693,23.12,9d9dd2820978bcc7
694,23.16,9d9dd2860a78d4e3
695,23.19,9d9dd2860a7994e3
696,23.22,999dd2860b799ce2
697,23.26,999dd28609799ce3
698,23.29,999dd28609799ce3
699,23.32,9999d2860b799ce3
700,23.36,9999d2860b799ce3
701,23.39,9999d2860b799ce3
702,23.42,9999d2860b799ce3
703,23.46,9999d4860f7998e3
704,23.49,9b99d4860f7898e3
705,23.52,9b99d4860f7898e3
706,23.56,9b99d4860f7898e3
707,23.59,9b9bd4860f7890e3
708,23.62,9b9bd4864f7890e1
709,23.66,9b9bd4864f7890e1
710,23.69,9b9bd4864f7890e1
711,23.72,9b9bd4864f7890e1
712,23.76,9b9bd4844f7a90e1
713,23.79,9b9ad4850f78d8e1
714,23.82,9b9ac4850f7a58e3
715,23.86,9b9ac4a50d785ae3
716,23.89,9b9ac4a50d785ae3
717,23.92,9b9ac4a52d7852e3
718,23.96,9b9ac4ad2d7852c3
719,23.99,9a9ac4ad2d7852e3
720,24.02,9a9ac4ad2d71d2c3
721,24.06,9a9ac4ad2d71d2c3
722,24.09,9a9ac4ac2979d2e3
723,24.12,9a9ac4ac2b7b92c3
724,24.16,9a9ac4ac2a7b93c3
725,24.19,9a99c4ae2a7395c3
726,24.22,989dc4ae2a7b95c1
727,24.26,9995c4ae2a7b95c1
728,24.29,9995c4ae2a7395c5
729,24.32,9995c4ae4a7395c5
730,24.36,9995c4ac6a6b95c5
731,24.39,9995c5ac4a6b87c5
732,24.42,9895c5ac4a6a87e7
733,24.46,9895c5ac4a6a87e7
734,24.49,989dc5ac5a6287c7
735,24.52,989fc5ac5a7287c1
736,24.56,989fc5ac587296c3
737,24.59,9a9bc5ac585a16e3
738,24.62,9a9ac5bc585a16e3
739,24.66,9a9ac5bc585a16e3
740,24.69,9a9ac5bc585a16e3
741,24.72,9a9ac5ac785a16e3
742,24.76,989ac5b9585e16e3
743,24.79,999ec4a9585e16e3
744,24.82,999ec4a1587e16e3
745,24.86,9b9ec4a1585e16e3
746,24.89,9b9ec4a1587e1663
747,24.92,9b9fc4a1585e1663
748,24.96,9b9bcca1515e1663
749,24.99,b39bcca1515e1663
750,25.03,b39bcca151761663
751,25.06,b39bcca171761263
752,25.09,b39bcca373761043
753,25.13,b39bc8a373761063
754,25.16,b397c8a373761243
755,25.19,b397c8a2737e1243
756,25.23,b397caa2767e1242
757,25.26,b797caa2547f1244
758,25.29,9797caaa54771245
759,25.33,9797caaa547d1245
760,25.36,b79dcaa2547d1341
761,25.39,b79dcaaa547d1160
762,25.43,b59dcaaa547d1162
763,25.46,b49dcaaa545d1566
764,25.49,b49dcaaa545d1566
765,25.53,b49dcaaa445d9366
766,25.56,b49dcaaa447d9364
767,25.59,b49dcaea4c5d9360
768,25.63,b59dcaea441d9361
769,25.66,ad9dcaea4c3d1261
770,25.69,ad9dc2e84c3f1661
